Year;Month;DayofMonth;DayOfWeek;Actual_Shipment_Time;Planned_Shipment_Time;Planned_Delivery_Time;Carrier_Name;Carrier_Num;Planned_TimeofTravel;Shipment_Delay;Source;Destination;Distance;Delivery_Status
2020;1;3;4;1818;1740;1840;WN;391;60;38;LAS;BUR;223;1
2020;1;3;4;650;650;750;WN;670;60;0;LAS;BUR;223;0
2020;1;3;4;2146;2055;2155;WN;815;60;51;LAS;BUR;223;1
2020;1;3;4;2241;1910;2010;WN;1072;60;211;LAS;BUR;223;1
2020;1;3;4;1409;1355;1500;WN;1328;65;14;LAS;BUR;223;0
2020;1;3;4;1100;1050;1155;WN;1586;65;10;LAS;BUR;223;0
2020;1;3;4;1306;1250;1355;WN;1838;65;16;LAS;BUR;223;1
2020;1;3;4;1726;1630;1740;WN;2284;70;56;LAS;BUR;223;1
2020;1;3;4;915;915;1020;WN;2699;65;0;LAS;BUR;223;0
2020;1;3;4;1229;1220;1325;WN;2874;65;9;LAS;BUR;223;0
2020;1;3;4;1459;1455;1555;WN;3237;60;4;LAS;BUR;223;0
2020;1;3;4;908;845;1610;WN;1774;265;23;LAS;BWI;2106;1
2020;1;3;4;1817;1730;50;WN;2632;260;47;LAS;BWI;2106;1
2020;1;3;4;1248;1245;2015;WN;3759;270;3;LAS;BWI;2106;0
2020;1;3;4;956;945;1645;WN;818;240;11;LAS;CLE;1825;0
2020;1;3;4;1849;1740;30;WN;564;230;69;LAS;CMH;1772;1
2020;1;3;4;1210;1200;1850;WN;991;230;10;LAS;CMH;1772;0
2020;1;3;4;701;700;955;WN;85;115;1;LAS;DEN;629;0
2020;1;3;4;1047;1030;1320;WN;157;110;17;LAS;DEN;629;1
2020;1;3;4;2232;2115;5;WN;632;110;77;LAS;DEN;629;1
2020;1;3;4;1512;1315;1610;WN;706;115;117;LAS;DEN;629;1
2020;1;3;4;2025;1955;2245;WN;908;110;30;LAS;DEN;629;1
2020;1;3;4;1439;1425;1720;WN;1582;115;14;LAS;DEN;629;0
2020;1;3;4;1627;1600;1900;WN;2907;120;27;LAS;DEN;629;1
2020;1;3;4;1745;1710;1945;WN;2192;95;35;LAS;ELP;584;1
2020;1;3;4;1049;1040;1320;WN;2280;100;9;LAS;ELP;584;0
2020;1;3;4;1117;1050;1325;WN;1636;155;27;LAS;GEG;806;1
2020;1;3;4;1725;1620;1850;WN;2803;150;65;LAS;GEG;806;1
2020;1;3;4;1824;1735;2230;WN;719;175;49;LAS;HOU;1235;1
2020;1;3;4;1150;1140;1640;WN;1776;180;10;LAS;HOU;1235;0
2020;1;3;4;749;740;1235;WN;3244;175;9;LAS;HOU;1235;0
2020;1;3;4;2051;2010;55;WN;3746;165;41;LAS;HOU;1235;1
2020;1;3;4;1555;1525;2245;WN;1027;260;30;LAS;IAD;2066;1
2020;1;3;4;2255;1820;55;WN;1924;215;275;LAS;IND;1591;1
2020;1;3;4;1129;1050;1725;WN;3920;215;39;LAS;IND;1591;1
2020;1;3;4;1602;1510;2255;WN;3144;285;52;LAS;ISP;2283;1
2020;1;3;4;1738;1715;1820;WN;82;65;23;LAS;LAX;236;1
2020;1;3;4;2207;2150;2255;WN;135;65;17;LAS;LAX;236;1
2020;1;3;4;1851;1825;1930;WN;317;65;26;LAS;LAX;236;1
2020;1;3;4;701;645;745;WN;337;60;16;LAS;LAX;236;1
2020;1;3;4;1556;1455;1600;WN;354;65;61;LAS;LAX;236;1
2020;1;3;4;1254;1250;1355;WN;784;65;4;LAS;LAX;236;0
2020;1;3;4;840;840;945;WN;790;65;0;LAS;LAX;236;0
2020;1;3;4;1540;1525;1630;WN;1061;65;15;LAS;LAX;236;0
2020;1;3;4;750;750;855;WN;1653;65;0;LAS;LAX;236;0
2020;1;3;4;1228;1200;1310;WN;1928;70;28;LAS;LAX;236;1
2020;1;3;4;2047;2005;2115;WN;2367;70;42;LAS;LAX;236;1
2020;1;3;4;2158;2120;2225;WN;2896;65;38;LAS;LAX;236;1
2020;1;3;4;1028;1025;1135;WN;3655;70;3;LAS;LAX;236;0
2020;1;3;4;1423;1420;1525;WN;3917;65;3;LAS;LAX;236;0
2020;1;3;4;1147;1100;1500;WN;2382;120;47;LAS;LBB;775;1
2020;1;3;4;859;850;1345;WN;565;175;9;LAS;LIT;1295;0
2020;1;3;4;1140;1110;1510;WN;43;120;30;LAS;MAF;796;1
2020;1;3;4;1226;1210;1700;WN;213;170;16;LAS;MCI;1140;1
2020;1;3;4;2118;2005;50;WN;411;165;73;LAS;MCI;1140;1
2020;1;3;4;2003;1905;2350;WN;1004;165;58;LAS;MCI;1140;1
2020;1;3;4;1622;1510;2000;WN;1405;170;72;LAS;MCI;1140;1
2020;1;3;4;648;650;1135;WN;2972;165;-2;LAS;MCI;1140;0
2020;1;3;4;1003;940;1430;WN;3068;170;23;LAS;MCI;1140;1
2020;1;3;4;1319;1300;2025;WN;380;265;19;LAS;MCO;2039;1
2020;1;3;4;1506;1500;2030;WN;74;210;6;LAS;MDW;1521;0
2020;1;3;4;648;645;1210;WN;227;205;3;LAS;MDW;1521;0
2020;1;3;4;1052;1050;1620;WN;335;210;2;LAS;MDW;1521;0
2020;1;3;4;1424;1415;1945;WN;396;210;9;LAS;MDW;1521;0
2020;1;3;4;1211;1145;1720;WN;693;215;26;LAS;MDW;1521;1
2020;1;3;4;814;755;1320;WN;823;205;19;LAS;MDW;1521;1
2020;1;3;4;934;935;1505;WN;830;210;-1;LAS;MDW;1521;0
2020;1;3;4;1708;1700;2230;WN;1865;210;8;LAS;MDW;1521;0
2020;1;3;4;1919;1845;5;WN;2025;200;34;LAS;MDW;1521;1
2020;1;3;4;1945;1815;2335;WN;2450;200;90;LAS;MDW;1521;1
2020;1;3;4;2057;1930;50;WN;2794;200;87;LAS;MDW;1521;1
2020;1;3;4;1354;1310;1845;WN;3232;215;44;LAS;MDW;1521;1
2020;1;3;4;1703;1645;35;WN;767;290;18;LAS;MHT;2356;1
2020;1;3;4;1030;1030;1545;WN;762;195;0;LAS;MSY;1501;0
2020;1;3;4;1903;1825;2340;WN;3327;195;38;LAS;MSY;1501;1
2020;1;3;4;1108;1110;1240;WN;125;90;-2;LAS;OAK;407;0
2020;1;3;4;NA;700;830;WN;126;90;NA;LAS;OAK;407;NA
2020;1;3;4;1354;1345;1520;WN;127;95;9;LAS;OAK;407;0
2020;1;3;4;1944;1740;1915;WN;223;95;124;LAS;OAK;407;1
2020;1;3;4;1251;1205;1345;WN;237;100;46;LAS;OAK;407;1
2020;1;3;4;1548;1505;1635;WN;280;90;43;LAS;OAK;407;1
2020;1;3;4;821;820;950;WN;864;90;1;LAS;OAK;407;0
2020;1;3;4;2216;2125;2255;WN;900;90;51;LAS;OAK;407;1
2020;1;3;4;2010;1900;2030;WN;962;90;70;LAS;OAK;407;1
2020;1;3;4;1433;1420;1555;WN;1011;95;13;LAS;OAK;407;0
2020;1;3;4;935;925;1055;WN;1258;90;10;LAS;OAK;407;0
2020;1;3;4;2156;2155;2325;WN;1950;90;1;LAS;OAK;407;0
2020;1;3;4;2035;2020;2150;WN;3135;90;15;LAS;OAK;407;0
2020;1;3;4;602;600;730;WN;3233;90;2;LAS;OAK;407;0
2020;1;3;4;1152;1145;1605;WN;86;140;7;LAS;OKC;987;0
2020;1;3;4;1435;1315;1755;WN;479;160;80;LAS;OMA;1099;1
2020;1;3;4;2049;1920;2355;WN;875;155;89;LAS;OMA;1099;1
2020;1;3;4;913;910;1350;WN;2111;160;3;LAS;OMA;1099;0
2020;1;3;4;1613;1610;1705;WN;187;55;3;LAS;ONT;197;0
2020;1;3;4;2015;1945;2040;WN;725;55;30;LAS;ONT;197;1
2020;1;3;4;655;655;750;WN;731;55;0;LAS;ONT;197;0
2020;1;3;4;1438;1435;1530;WN;872;55;3;LAS;ONT;197;0
2020;1;3;4;1102;1030;1125;WN;906;55;32;LAS;ONT;197;1
2020;1;3;4;2218;2120;2210;WN;1493;50;58;LAS;ONT;197;1
2020;1;3;4;851;835;930;WN;1670;55;16;LAS;ONT;197;1
2020;1;3;4;1230;1215;1310;WN;2018;55;15;LAS;ONT;197;0
2020;1;3;4;1838;1800;1855;WN;2730;55;38;LAS;ONT;197;1
2020;1;3;4;1358;1330;1425;WN;3070;55;28;LAS;ONT;197;1
2020;1;3;4;1757;1655;25;WN;156;270;62;LAS;ORF;2155;1
2020;1;3;4;1816;1755;2015;WN;700;140;21;LAS;PDX;762;1
2020;1;3;4;755;755;1020;WN;1669;145;0;LAS;PDX;762;0
2020;1;3;4;1328;1255;1520;WN;2354;145;33;LAS;PDX;762;1
2020;1;3;4;2134;2040;2300;WN;2550;140;54;LAS;PDX;762;1
2020;1;3;4;1127;1045;1835;WN;1285;290;42;LAS;PHL;2176;1
2020;1;3;4;1720;1700;45;WN;1843;285;20;LAS;PHL;2176;1
2020;1;3;4;559;600;805;WN;102;65;-1;LAS;PHX;256;0
2020;1;3;4;712;705;915;WN;243;70;7;LAS;PHX;256;0
2020;1;3;4;1327;1320;1530;WN;287;70;7;LAS;PHX;256;0
2020;1;3;4;1817;1810;2015;WN;504;65;7;LAS;PHX;256;0
2020;1;3;4;1807;1740;1950;WN;559;70;27;LAS;PHX;256;1
2020;1;3;4;1712;1545;1750;WN;668;65;87;LAS;PHX;256;1
2020;1;3;4;1206;1205;1415;WN;752;70;1;LAS;PHX;256;0
2020;1;3;4;1134;1110;1315;WN;781;65;24;LAS;PHX;256;1
2020;1;3;4;1003;1005;1215;WN;871;70;-2;LAS;PHX;256;0
2020;1;3;4;815;820;1025;WN;1034;65;-5;LAS;PHX;256;0
2020;1;3;4;2156;2110;2310;WN;1403;60;46;LAS;PHX;256;1
2020;1;3;4;2140;2040;2240;WN;1682;60;60;LAS;PHX;256;1
2020;1;3;4;631;635;840;WN;2103;65;-4;LAS;PHX;256;0
2020;1;3;4;1521;1450;1655;WN;2726;65;31;LAS;PHX;256;1
2020;1;3;4;2100;1945;2150;WN;2991;65;75;LAS;PHX;256;1
2020;1;3;4;1657;1630;1845;WN;3517;75;27;LAS;PHX;256;1
2020;1;3;4;926;915;1120;WN;3598;65;11;LAS;PHX;256;0
2020;1;3;4;1413;1415;1620;WN;3849;65;-2;LAS;PHX;256;0
2020;1;3;4;1825;1745;50;WN;512;245;40;LAS;PIT;1910;1
2020;1;3;4;927;915;1620;WN;594;245;12;LAS;PIT;1910;0
2020;1;3;4;1630;1600;2350;WN;416;290;30;LAS;PVD;2363;1
2020;1;3;4;1136;1120;1840;WN;170;260;16;LAS;RDU;2027;1
2020;1;3;4;1824;1725;45;WN;1509;260;59;LAS;RDU;2027;1
2020;1;3;4;1716;1630;1755;WN;239;85;46;LAS;RNO;345;1
2020;1;3;4;1928;1855;2015;WN;298;80;33;LAS;RNO;345;1
2020;1;3;4;709;710;830;WN;376;80;-1;LAS;RNO;345;0
2020;1;3;4;1741;1730;1850;WN;675;80;11;LAS;RNO;345;0
2020;1;3;4;1609;1540;1700;WN;709;80;29;LAS;RNO;345;1
2020;1;3;4;913;840;955;WN;891;75;33;LAS;RNO;345;1
2020;1;3;4;2215;2200;2315;WN;1341;75;15;LAS;RNO;345;0
2020;1;3;4;2137;2040;2155;WN;2273;75;57;LAS;RNO;345;1
2020;1;3;4;624;625;740;WN;2538;75;-1;LAS;RNO;345;0
2020;1;3;4;1100;1020;1145;WN;2719;85;40;LAS;RNO;345;1
2020;1;3;4;1313;1255;1415;WN;3430;80;18;LAS;RNO;345;1
2020;1;3;4;1415;1350;1510;WN;3835;80;25;LAS;RNO;345;1
2020;1;3;4;1108;1110;1230;WN;3947;80;-2;LAS;RNO;345;0
2020;1;3;4;1348;1330;1435;WN;341;65;18;LAS;SAN;258;1
2020;1;3;4;1221;1220;1325;WN;535;65;1;LAS;SAN;258;0
2020;1;3;4;2140;2050;2150;WN;708;60;50;LAS;SAN;258;1
2020;1;3;4;805;805;905;WN;711;60;0;LAS;SAN;258;0
2020;1;3;4;1643;1625;1735;WN;715;70;18;LAS;SAN;258;1
2020;1;3;4;946;940;1045;WN;1037;65;6;LAS;SAN;258;0
2020;1;3;4;1915;1905;2005;WN;1254;60;10;LAS;SAN;258;0
2020;1;3;4;1839;1740;1840;WN;2186;60;59;LAS;SAN;258;1
2020;1;3;4;2207;2125;2225;WN;2211;60;42;LAS;SAN;258;1
2020;1;3;4;1503;1425;1530;WN;2357;65;38;LAS;SAN;258;1
2020;1;3;4;1613;1515;1615;WN;2363;60;58;LAS;SAN;258;1
2020;1;3;4;2248;2155;2255;WN;2449;60;53;LAS;SAN;258;1
2020;1;3;4;612;615;715;WN;2712;60;-3;LAS;SAN;258;0
2020;1;3;4;1118;1110;1215;WN;3423;65;8;LAS;SAN;258;0
2020;1;3;4;1456;1445;1920;WN;120;155;11;LAS;SAT;1069;0
2020;1;3;4;2022;1935;5;WN;802;150;47;LAS;SAT;1069;1
2020;1;3;4;1049;1040;1510;WN;2113;150;9;LAS;SAT;1069;0
2020;1;3;4;753;750;1220;WN;2906;150;3;LAS;SAT;1069;0
2020;1;3;4;1831;1810;45;WN;495;215;21;LAS;SDF;1624;1
2020;1;3;4;1704;1645;1930;WN;340;165;19;LAS;SEA;866;1
2020;1;3;4;2017;2005;2245;WN;563;160;12;LAS;SEA;866;0
2020;1;3;4;639;640;925;WN;1769;165;-1;LAS;SEA;866;0
2020;1;3;4;1117;1050;1330;WN;2465;160;27;LAS;SEA;866;1
2020;1;3;4;1426;1355;1530;WN;488;95;31;LAS;SFO;414;1
2020;1;3;4;1009;910;1045;WN;619;95;59;LAS;SFO;414;1
2020;1;3;4;2021;1700;1835;WN;2005;95;201;LAS;SFO;414;1
2020;1;3;4;2025;1905;2040;WN;2788;95;80;LAS;SFO;414;1
2020;1;3;4;603;605;740;WN;2886;95;-2;LAS;SFO;414;0
2020;1;3;4;2301;2105;2240;WN;3061;95;116;LAS;SFO;414;1
2020;1;3;4;1518;1215;1350;WN;3575;95;183;LAS;SFO;414;1
2020;1;3;4;1307;1235;1400;WN;12;85;32;LAS;SJC;386;1
2020;1;3;4;615;610;730;WN;276;80;5;LAS;SJC;386;0
2020;1;3;4;2017;1945;2105;WN;400;80;32;LAS;SJC;386;1
2020;1;3;4;1855;1855;2020;WN;484;85;0;LAS;SJC;386;0
2020;1;3;4;2114;2040;2200;WN;774;80;34;LAS;SJC;386;1
2020;1;3;4;1605;1520;1645;WN;783;85;45;LAS;SJC;386;1
2020;1;3;4;956;1000;1125;WN;1945;85;-4;LAS;SJC;386;0
2020;1;3;4;731;730;855;WN;2387;85;1;LAS;SJC;386;0
2020;1;3;4;1734;1655;1820;WN;3844;85;39;LAS;SJC;386;1
2020;1;3;4;1139;1100;1320;WN;161;80;39;LAS;SLC;368;1
2020;1;3;4;2104;1905;2120;WN;415;75;119;LAS;SLC;368;1
2020;1;3;4;919;830;1050;WN;643;80;49;LAS;SLC;368;1
2020;1;3;4;2113;2050;2305;WN;1166;75;23;LAS;SLC;368;1
2020;1;3;4;1712;1555;1820;WN;1585;85;77;LAS;SLC;368;1
2020;1;3;4;1419;1355;1615;WN;1660;80;24;LAS;SLC;368;1
2020;1;3;4;2242;2140;2355;WN;2533;75;62;LAS;SLC;368;1
2020;1;3;4;611;615;835;WN;3147;80;-4;LAS;SLC;368;0
2020;1;3;4;1949;1910;2035;WN;94;85;39;LAS;SMF;397;1
2020;1;3;4;1409;1350;1520;WN;584;90;19;LAS;SMF;397;1
2020;1;3;4;637;640;805;WN;624;85;-3;LAS;SMF;397;0
2020;1;3;4;1821;1730;1855;WN;641;85;51;LAS;SMF;397;1
2020;1;3;4;916;905;1035;WN;2121;90;11;LAS;SMF;397;0
2020;1;3;4;1134;1115;1250;WN;2622;95;19;LAS;SMF;397;1
2020;1;3;4;1527;1515;1645;WN;3053;90;12;LAS;SMF;397;0
2020;1;3;4;2115;2100;2225;WN;3862;85;15;LAS;SMF;397;0
2020;1;3;4;1934;1935;2035;WN;201;60;-1;LAS;SNA;226;0
2020;1;3;4;1305;1305;1410;WN;300;65;0;LAS;SNA;226;0
2020;1;3;4;1917;1820;1925;WN;433;65;57;LAS;SNA;226;1
2020;1;3;4;1125;1010;1110;WN;1016;60;75;LAS;SNA;226;1
2020;1;3;4;1505;1500;1605;WN;1479;65;5;LAS;SNA;226;0
2020;1;3;4;747;750;850;WN;3250;60;-3;LAS;SNA;226;0
2020;1;3;4;1143;1050;1600;WN;773;190;53;LAS;STL;1372;1
2020;1;3;4;1558;1530;2040;WN;1050;190;28;LAS;STL;1372;1
2020;1;3;4;1940;1855;2355;WN;1583;180;45;LAS;STL;1372;1
2020;1;3;4;1820;1725;35;WN;3403;250;55;LAS;TPA;1984;1
2020;1;3;4;1143;1035;1505;WN;574;150;68;LAS;TUL;1076;1
2020;1;3;4;2211;2115;2330;WN;486;75;56;LAS;TUS;365;1
2020;1;3;4;1821;1725;1940;WN;637;75;56;LAS;TUS;365;1
2020;1;3;4;715;720;935;WN;1059;75;-5;LAS;TUS;365;0
2020;1;3;4;1341;1320;1535;WN;1918;75;21;LAS;TUS;365;1
2020;1;3;4;2108;2030;2240;WN;3142;70;38;LAS;TUS;365;1
2020;1;3;4;1118;1050;1305;WN;3572;75;28;LAS;TUS;365;1
2020;1;3;4;1735;1710;1955;WN;230;105;25;LAX;ABQ;677;1
2020;1;3;4;2105;2025;2310;WN;361;105;40;LAX;ABQ;677;1
2020;1;3;4;1328;1315;1600;WN;397;105;13;LAX;ABQ;677;0
2020;1;3;4;944;940;1225;WN;3245;105;4;LAX;ABQ;677;0
2020;1;3;4;1024;1015;1505;WN;304;170;9;LAX;AUS;1242;0
2020;1;3;4;820;815;1400;WN;133;225;5;LAX;BNA;1797;0
2020;1;3;4;1632;1540;2125;WN;1107;225;52;LAX;BNA;1797;1
2020;1;3;4;1327;1255;1840;WN;1324;225;32;LAX;BNA;1797;1
2020;1;3;4;1330;1320;1615;WN;330;115;10;LAX;ELP;714;0
2020;1;3;4;1925;1735;2025;WN;1671;110;110;LAX;ELP;714;1
2020;1;3;4;1005;945;1235;WN;2635;110;20;LAX;ELP;714;1
2020;1;3;4;1149;1145;1650;WN;205;185;4;LAX;HOU;1390;0
2020;1;3;4;1742;1625;2125;WN;528;180;77;LAX;HOU;1390;1
2020;1;3;4;807;805;1310;WN;1513;185;2;LAX;HOU;1390;0
2020;1;3;4;2020;1935;35;WN;3394;180;45;LAX;HOU;1390;1
2020;1;3;4;1501;1425;1530;WN;416;65;36;LAX;LAS;236;1
2020;1;3;4;1205;1135;1240;WN;479;65;30;LAX;LAS;236;1
2020;1;3;4;1652;1640;1745;WN;495;65;12;LAX;LAS;236;0
2020;1;3;4;922;855;1000;WN;574;65;27;LAX;LAS;236;1
2020;1;3;4;1835;1740;1840;WN;1004;60;55;LAX;LAS;236;1
2020;1;3;4;1027;1015;1120;WN;1079;65;12;LAX;LAS;236;0
2020;1;3;4;626;625;730;WN;1669;65;1;LAX;LAS;236;0
2020;1;3;4;1533;1530;1635;WN;1843;65;3;LAX;LAS;236;0
2020;1;3;4;1910;1845;1950;WN;2021;65;25;LAX;LAS;236;1
2020;1;3;4;744;740;840;WN;2111;60;4;LAX;LAS;236;0
2020;1;3;4;2109;2100;2205;WN;2202;65;9;LAX;LAS;236;0
2020;1;3;4;2237;2140;2245;WN;2454;65;57;LAX;LAS;236;1
2020;1;3;4;2025;1955;2055;WN;2809;60;30;LAX;LAS;236;1
2020;1;3;4;1423;1335;1440;WN;3144;65;48;LAX;LAS;236;1
2020;1;3;4;1337;1310;1825;WN;321;195;27;LAX;MCI;1363;1
2020;1;3;4;1142;1125;1640;WN;1668;195;17;LAX;MCI;1363;1
